codigo;nombre
001;GELATINAS
002;GOMAS
003;CHICLES
004;CHUPETES
005;CARAMELOS
006;CREMAS Y CHOCOLATES
007;GALLETAS
013;FUNDAS NAVIDE•AS
014;CARTONES
015;ETIQUETAS
020;TATUINES
021;CINTAS
022;MALLAS
030;FUNDAS VARIAS
031;VARIOS
